區域,季別,成交日,路段,編號,社區棟別,門牌,型態,交易標的,樓層,格局,坪數,總價萬,單價萬每坪,屋齡,完工年月,車位,備註
高鐵特區,113S2,2020-11-10,光明六路東二段,RPOOMLNKMHJGFBJ08DA,光明六路東二段６３５號,新竹縣竹北市光明六路東二段６３５號十樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十四層,3房2廳2衛,46.9,1325,30.8,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-10,光明六路東二段,RPSOMLNLJHJGFBJ28DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號三樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十五層,3房2廳2衛,41.6,1174,31.5,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-10,光明六路東二段,RPRPMLQLJHJGFBJ58DA,光明六路東二段６３１號,新竹縣竹北市光明六路東二段６３１號四樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十三層,2房2廳1衛,33.6,861,29.6,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-10,光明六路東二段,RPROMLTLMHJGFBJ09DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號三樓之六,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十五層,3房2廳2衛,41.6,1141,30.5,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-10,光明六路東二段,RPUPMLNLJHJGFBJ58DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號二樓之六,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十五層,4房2廳2衛,53.6,1539,31.0,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-10,光明六路東二段,RPVQMLRLJHJGFBJ56DA,光明六路東二段６３５號,新竹縣竹北市光明六路東二段６３５號三樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十四層,2房2廳1衛,33.4,908,31.2,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S3,2020-11-10,光明六路東二段,RPWQMLMLJHJGFBJ78DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號二樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十五層,3房2廳2衛,44.2,1295,32.9,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S3,2020-11-10,光明六路東二段,RPPPMLOLJHJGFBJ18DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號二樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十五層,2房2廳2衛,37.8,1050,30.9,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於110年4月18日，成交價格新台幣1132萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S3,2020-11-10,光明六路東二段,RPVSMLQLJHJGFBJ66DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號三樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十四層,2房2廳1衛,33.4,909,31.2,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S3,2020-11-10,光明六路東二段,RPSOMLRLJHJGFBJ68DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號二樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十四層,4房2廳2衛,56.4,1616,31.0,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPSRMLQLJHJGFBJ88DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號五樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十四層,3房2廳2衛,46.9,1269,30.0,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於110年4月6日，成交價格新台幣1269萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPSPMLRLJHJGFBJ78DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號十四樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/十四層,4房2廳2衛,56.4,1620,31.4,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPWQMLRLJHJGFBJ66DA,光明六路東二段６３５號,新竹縣竹北市光明六路東二段６３５號四樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十四層,2房2廳1衛,33.4,868,30.2,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPOSMLOLJHJGFBJ38DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號四樓之六,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十五層,3房2廳2衛,41.6,1131,30.2,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於111年11月14日，成交價格新台幣1908萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPWSMLQLJHJGFBJ76DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號四樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十四層,2房2廳1衛,33.4,868,30.2,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPRNMLRLJHJGFBJ48DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號四樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十四層,2房2廳1衛,33.4,868,30.2,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPSPMLMLKHJGFBJ38DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號十一樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十四層,4房2廳2衛,56.4,1650,31.7,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPRQMLPLJHJGFBJ58DA,光明六路東二段６２９號,新竹縣竹北市光明六路東二段６２９號八樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十三層,3房2廳2衛,44.9,1246,30.7,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於110年9月29日，成交價格新台幣1350萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPOSMLRLJHJGFBJ68DA,光明六路東二段６３５號,新竹縣竹北市光明六路東二段６３５號四樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十四層,2房2廳1衛,33.4,868,30.2,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPRSMLTLJHJGFBJ56DA,光明六路東二段６２９號,新竹縣竹北市光明六路東二段６２９號十一樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十三層,3房2廳2衛,44.9,1286,31.4,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於110年11月12日，成交價格新台幣1386萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPSNMLNKMHJGFBJ38DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號十樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十五層,3房2廳2衛,41.2,1179,31.6,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPUNMLMLJHJGFBJ28DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號三樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十五層,3房2廳2衛,39.6,1062,29.9,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPPOMLPLJHJGFBJ18DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號三樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十五層,4房2廳2衛,53.6,1553,31.3,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPQNMLRLJHJGFBJ38DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號三樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十四層,2房2廳1衛,33.4,876,30.5,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPXOMLRLJHJGFBJ56DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號八樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十四層,4房2廳2衛,56.4,1626,31.0,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-13,光明六路東二段,RPPRMLOLJHJGFBJ38DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號七樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十五層,3房2廳2衛,44.2,1210,30.1,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S3,2020-11-13,光明六路東二段,RPRQMLNLJHJGFBJ38DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號十一樓之六,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十五層,4房2廳2衛,53.6,1538,31.0,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S3,2020-11-13,光明六路東二段,RPWTMLQLJHJGFBJ86DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號十四樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/十四層,2房2廳1衛,33.4,905,31.7,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S3,2020-11-13,光明六路東二段,RPPOMLOJOHJGFBJ38DA,光明六路東二段６３５號,新竹縣竹北市光明六路東二段６３５號三樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十四層,3房2廳2衛,46.9,1326,31.5,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPXPMLMLJHJGFBJ78DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號九樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十五層,2房2廳2衛,37.8,1006,29.4,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPQPMLQLJHJGFBJ48DA,光明六路東二段６３１號,新竹縣竹北市光明六路東二段６３１號三樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十三層,2房2廳1衛,33.6,868,29.8,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPSNMLRLJHJGFBJ58DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號六樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十四層,2房2廳1衛,33.4,906,31.1,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPSRMLLKLHJGFBJ48DA,光明六路東二段６３１號,新竹縣竹北市光明六路東二段６３１號九樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十三層,2房2廳1衛,33.6,902,31.2,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPOQMLMLJHJGFBJ97DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號十樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十五層,2房2廳2衛,37.8,1065,31.5,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPQTMLNLJHJGFBJ58DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號九樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十五層,3房2廳2衛,39.6,1083,30.6,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPTRMLQLJHJGFBJ98DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號六樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十四層,3房2廳2衛,46.6,1292,30.2,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPOTMLRLJHJGFBJ78DA,光明六路東二段６３５號,新竹縣竹北市光明六路東二段６３５號十四樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/十四層,2房2廳1衛,33.4,912,31.3,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於110年4月26日，成交價格新台幣1055萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPRPMLMLKHJGFBJ28DA,光明六路東二段６３１號,新竹縣竹北市光明六路東二段６３１號十一樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十三層,3房2廳2衛,45.5,1262,30.9,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPUQMLOLJHJGFBJ78DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號十五樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/十五層,2房2廳2衛,37.8,1043,31.6,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於110年10月20日，成交價格新台幣1528萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPTOMLRLJHJGFBJ78DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號三樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十四層,4房2廳2衛,56.4,1602,30.7,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於109年11月25日，成交價格新台幣1602萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPXOMLMLKHJGFBJ78DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號八樓之六,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十五層,3房2廳2衛,41.6,1163,31.1,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPVNMLNKMHJGFBJ68DA,光明六路東二段６３１號,新竹縣竹北市光明六路東二段６３１號九樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十三層,3房2廳2衛,45.5,1273,30.8,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-18,光明六路東二段,RPTOMLTLMHJGFBJ66DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號十四樓之六,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/十五層,3房2廳2衛,41.6,1211,32.3,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-23,嘉豐九路,RPORMLTKKHKGFBJ88DA,嘉豐九路５３號,新竹縣竹北市嘉豐九路５３號四樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十四層,3房2廳2衛,78.9,2981,43.7,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-24,嘉豐九路,RPTQMLTKKHKGFBJ66DA,嘉豐九路５５號,新竹縣竹北市嘉豐九路５５號十二樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層，見其他登記事項/十四層,3房2廳2衛,97.4,3873,47.8,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-25,光明六路東二段,RPXOMLMLJHJGFBJ68DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號十三樓之五,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十五層,3房2廳2衛,39.6,1105,31.0,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-25,光明六路東二段,RPUNMLRLJHJGFBJ78DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號八樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十四層,2房2廳1衛,33.4,916,31.5,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-25,光明六路東二段,RPWSMLOLJHJGFBJ56DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號十三樓之六,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十五層,3房2廳2衛,41.6,1189,31.9,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-25,光明六路東二段,RPOPMLPLLHJGFBJ38DA,光明六路東二段６３１號,新竹縣竹北市光明六路東二段６３１號十二樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十三層,2房2廳1衛,33.6,910,31.5,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-25,光明六路東二段,RPTNMLNKMHJGFBJ48DA,光明六路東二段６２７號,新竹縣竹北市光明六路東二段６２７號十二樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十五層,3房2廳2衛,39.6,1093,30.9,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-25,光明六路東二段,RPWNMLNKMHJGFBJ78DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號五樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十四層,2房2廳1衛,33.4,901,30.9,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-25,光明六路東二段,RPWRMLRLJHJGFBJ76DA,光明六路東二段６３５號,新竹縣竹北市光明六路東二段６３５號二樓之二,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十四層,2房2廳1衛,33.4,931,32.1,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-25,光明六路東二段,RPQPMLNLJHJGFBJ18DA,光明六路東二段６３７號,新竹縣竹北市光明六路東二段６３７號十三樓之一,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十五層,3房2廳2衛,41.6,1199,31.9,-3.1,2023-12-15,坡道平面,預售屋權利轉售，權利買賣契約成立於110年1月28日，成交價格新台幣1326萬元整預售屋、或土地及建物分件登記案件；
高鐵特區,113S3,2020-11-25,光明六路東二段,RPPNMLRLJHJGFBJ28DA,光明六路東二段６３３號,新竹縣竹北市光明六路東二段６３３號二樓之三,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十四層,2房2廳1衛,33.4,931,32.1,-3.1,2023-12-15,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPXOMLTKKHKGFBJ86DA,嘉豐九路５７號,新竹縣竹北市嘉豐九路５７號六樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十四層,3房2廳2衛,93.7,3546,45.3,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPTPMLTKKHKGFBJ56DA,嘉豐九路５５號,新竹縣竹北市嘉豐九路５５號十一樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十四層,3房2廳2衛,81.1,3318,47.1,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPWPMLTKKHKGFBJ86DA,嘉豐九路５５號,新竹縣竹北市嘉豐九路５５號八樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十四層,3房2廳2衛,80.5,3241,46.2,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPRQMLTKKHKGFBJ09DA,嘉豐九路５１號,新竹縣竹北市嘉豐九路５１號十三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十四層,3房2廳2衛,84.9,3577,48.6,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPVQMLTKKHKGFBJ86DA,嘉豐九路５１號,新竹縣竹北市嘉豐九路５１號九樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十四層,3房2廳2衛,72.6,3145,46.9,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPRNMLKLKHKGFBJ97DA,嘉豐九路５５號,新竹縣竹北市嘉豐九路５５號九樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十四層,3房2廳2衛,76.3,3051,47.0,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPSNMLTKKHKGFBJ88DA,嘉豐九路５１號,新竹縣竹北市嘉豐九路５１號四樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十四層,3房2廳2衛,85.1,3343,44.4,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPUQMLTKKHKGFBJ76DA,嘉豐九路５７號,新竹縣竹北市嘉豐九路５７號十二樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層，見其他登記事項/十四層,3房2廳2衛,101.0,4103,47.9,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-25,嘉豐九路,RPUNMLKLLHKGFBJ38DA,嘉豐九路５３號,新竹縣竹北市嘉豐九路５３號九樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十四層,3房2廳2衛,82.5,3296,45.5,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-26,嘉豐九路,RPROMLSKKHKGFBJ78DA,嘉豐九路５３號,新竹縣竹北市嘉豐九路５３號三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十四層,3房2廳2衛,82.9,3239,44.6,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-26,嘉豐九路,RPQPMLTKKHKGFBJ88DA,嘉豐九路５５號,新竹縣竹北市嘉豐九路５５號七樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十四層,3房2廳2衛,81.2,3210,45.8,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-26,嘉豐九路,RPVPMLTKKHKGFBJ76DA,嘉豐九路５７號,新竹縣竹北市嘉豐九路５７號十一樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十四層,3房2廳2衛,83.4,3455,47.8,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-26,嘉豐九路,RPWQMLTKKHKGFBJ96DA,嘉豐九路５３號,新竹縣竹北市嘉豐九路５３號十三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十四層,3房2廳2衛,78.7,3230,48.1,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-26,嘉豐九路,RPOOMLLJNHKGFBJ97DA,嘉豐九路５１號,新竹縣竹北市嘉豐九路５１號五樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十四層,3房2廳2衛,86.0,3428,44.8,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,113S2,2020-11-27,高鐵九路,RPPOMLLJLHJGFBJ77DA,高鐵九路６１巷２３號,新竹縣竹北市高鐵九路６１巷２３號六樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十二層,4房2廳2衛,69.5,2011,33.9,-3.1,2023-12-01,坡道平面,
高鐵特區,113S2,2020-11-27,高鐵九路,RPQPMLLJLHJGFBJ97DA,高鐵九路６１巷２１號,新竹縣竹北市高鐵九路６１巷２１號三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十二層,4房2廳2衛,57.8,1791,33.8,-3.1,2023-12-01,坡道平面,
高鐵特區,114S2,2020-11-27,嘉豐九路,RPQNMLTKKHKGFBJ68DA,嘉豐九路５７號,新竹縣竹北市嘉豐九路５７號三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十四層,3房2廳2衛,84.3,3379,45.2,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-27,嘉豐九路,RPWOMLTKKHKGFBJ76DA,嘉豐九路５３號,新竹縣竹北市嘉豐九路５３號十一樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十四層,3房2廳2衛,75.2,3037,47.3,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-27,嘉豐九路,RPPQMLTKKHKGFBJ88DA,嘉豐九路５１號,新竹縣竹北市嘉豐九路５１號十二樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十四層,3房2廳2衛,81.7,3407,48.0,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-27,嘉豐九路,RPQRMLTKKHKGFBJ09DA,嘉豐九路５１號,新竹縣竹北市嘉豐九路５１號十樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十四層,3房2廳2衛,85.1,3482,47.3,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-27,嘉豐九路,RPTOMLTKKHKGFBJ09DA,嘉豐九路５３號,新竹縣竹北市嘉豐九路５３號六樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十四層,3房2廳2衛,81.9,3215,44.8,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
高鐵特區,114S2,2020-11-27,嘉豐九路,RPTQMLLKMHKGFBJ68DA,嘉豐九路５７號,新竹縣竹北市嘉豐九路５７號四樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十四層,3房2廳2衛,81.4,3150,44.1,-4.2,2025-01-02,坡道平面,預售屋、或土地及建物分件登記案件；
