區域,季別,成交日,路段,編號,社區棟別,門牌,型態,交易標的,樓層,格局,坪數,總價萬,單價萬每坪,屋齡,完工年月,車位,備註
光埔重劃區,114S1,2019-12-09,埔頂一路,RPVOMLTLJIJGFAO07DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號二樓之７,華廈(10層含以下有電梯),房地(土地+建物),二層/六層,2房0廳2衛,15.8,515,32.6,-4.7,2024-08-23,,土地價金為2575000元整；建物價金為2575000元整。預售屋權利轉售，讓渡日期：109年12月25日，權利買賣契約
光埔重劃區,114S1,2019-12-10,埔頂一路,RPVPMLTLJIJGFAO17DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號六樓之５,華廈(10層含以下有電梯),房地(土地+建物),六層/六層,2房0廳2衛,16.9,538,31.9,-4.7,2024-08-23,,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2019-12-11,埔頂一路,RPVNMLSLJIJGFAO86DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號二樓之５,華廈(10層含以下有電梯),房地(土地+建物),二層/六層,2房0廳2衛,16.9,538,31.9,-4.7,2024-08-23,,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2019-12-12,埔頂一路,RPRPMLTLJIJGFAO76DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號五樓之５,華廈(10層含以下有電梯),房地(土地+建物),五層/六層,2房0廳2衛,16.9,506,30.0,-4.7,2024-08-23,,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2019-12-17,埔頂一路,RPSONLRKKIJGFAO66DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號,華廈(10層含以下有電梯),房地(土地+建物)+車位,一層，見其他登記事項/六層,0房0廳0衛,43.6,2150,59.8,-4.7,2024-08-23,升降平面,土地價金為10075000元；建物價金為10075000元整。預售屋權利轉售，讓渡日期：110年4月8日，權利買賣契約成
光埔重劃區,114S1,2019-12-19,埔頂一路,RPPOMLPJKIJGFAO58DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號二樓之６,華廈(10層含以下有電梯),房地(土地+建物),二層/六層,2房0廳2衛,15.8,510,32.3,-4.7,2024-08-23,,土地價金為255萬元整；建物價金為255萬元整。預售屋權利轉售，讓渡日期：109年10月4日，權利買賣契約成交價格 55
光埔重劃區,114S1,2019-12-19,埔頂一路,RPQNNLRKKIJGFAO98DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號六樓之６,華廈(10層含以下有電梯),房地(土地+建物)+車位,六層/六層,2房0廳2衛,25.7,655,32.8,-4.7,2024-08-23,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2019-12-23,埔頂一路,RPROMLSLJIJGFAO56DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號三樓之５,華廈(10層含以下有電梯),房地(土地+建物),三層/六層,2房0廳2衛,16.9,510,30.2,-4.7,2024-08-23,,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2019-12-24,埔頂一路,RPRQMLTLJIJGFAO86DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號三樓之６,華廈(10層含以下有電梯),房地(土地+建物),三層/六層,2房0廳2衛,15.8,510,32.3,-4.7,2024-08-23,,土地價金為255萬元整；建物價金為255萬元整。預售屋權利轉售，讓渡日期：111年12月23日，權利買賣契約成交價格 5
光埔重劃區,114S1,2019-12-31,埔頂一路,RPUOMLPJKIJGFAO09DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號五樓之７,華廈(10層含以下有電梯),房地(土地+建物),五層/六層,2房0廳2衛,15.8,510,32.2,-4.7,2024-08-23,,土地價金為255萬元整；建物價金為255萬元整。預售屋權利轉售，讓渡日期：111年1月4日，權利買賣契約成交價格6900
光埔重劃區,114S1,2020-01-05,埔頂一路,RPQOMLSLJIJGFAO09DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號二樓之２,華廈(10層含以下有電梯),房地(土地+建物),二層/六層,1房1廳1衛,10.7,298,27.9,-4.6,2024-08-23,,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S2,2020-01-05,埔頂一路,RPTNMLOLKIJGFAO98DA,埔頂一路１９１號,新竹市新竹市埔頂一路１９１號,華廈(10層含以下有電梯),房地(土地+建物)+車位,一層，見其他登記事項/六層,0房0廳0衛,42.3,2250,65.3,-4.6,2024-08-23,升降平面,土地價金為10575000元；建物價金為10575000元整。預售屋權利轉售，讓渡日期：113年8月23日，權利買賣契約
光埔重劃區,114S1,2020-01-21,埔頂一路,RPOPMLTLJIJGFAO09DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號四樓之７,華廈(10層含以下有電梯),房地(土地+建物),四層/六層,2房0廳2衛,15.8,515,32.6,-4.6,2024-08-23,,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-03-18,埔頂一路,RPSQMLTLJIJGFAO96DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號四樓之５,華廈(10層含以下有電梯),房地(土地+建物)+車位,四層/六層,2房0廳2衛,26.8,645,30.2,-3.4,2024-08-23,坡道平面,土地價金為255萬元整；建物價金為255萬元整。預售屋權利轉售，讓渡日期：112年3月22日，權利買賣契約成交價格950
光埔重劃區,114S1,2021-04-29,東光路,RPPQMLSKKIJGFAO56DA,東光路９９號,新竹市新竹市東光路９９號十八樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/十八層,4房2廳2衛,101.2,3842,45.2,-3.6,2024-11-27,坡道平面,預售屋權利轉售，讓渡日期 :110年12月15日，由股東轉讓與公司，平轉無價差預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-04-29,東光路,RPVRMLSKKIJGFAO27DA,東光路１０１號,新竹市新竹市東光路１０１號十八樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/十八層,4房2廳2衛,93.3,3973,45.2,-3.6,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-06,東光路,RPPPMLSKKIJGFAO09DA,東光路９９號,新竹市新竹市東光路９９號七樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十八層,4房2廳2衛,91.6,3526,43.6,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-06,東光路,RPXNMLLLJHKGFAO98DA,東光路１０１號,新竹市新竹市東光路１０１號十一樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十八層,4房2廳2衛,103.0,4153,44.6,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-07,東光路,RPOPMLSKKIJGFAO98DA,東光路９９號,新竹市新竹市東光路９９號六樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十八層,4房2廳2衛,91.3,3480,42.9,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-07,東光路,RPQPMLSKKIJGFAO56DA,東光路９９號,新竹市新竹市東光路９９號八樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十八層,4房2廳2衛,91.6,3551,43.8,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-07,東光路,RPPRMLSKKIJGFAO66DA,東光路１０１號,新竹市新竹市東光路１０１號十二樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十八層,4房2廳2衛,103.0,4447,47.4,-3.5,2024-11-27,坡道平面,公司讓渡與法定代理人，平轉，讓渡日期 :113年10月15日。管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件
光埔重劃區,114S1,2021-05-08,東光路,RPQRMLSKKIJGFAO76DA,東光路１０１號,新竹市新竹市東光路１０１號十三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十八層,4房2廳2衛,103.0,4203,45.2,-3.5,2024-11-27,坡道平面,夫妻讓渡，讓渡日期 :113年10月19日。管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-08,東光路,RPSRMLSKKIJGFAO96DA,東光路１０１號,新竹市新竹市東光路１０１號十五樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/十八層,4房2廳2衛,93.3,3990,45.4,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-09,東光路,RPOQMLSKKIJGFAO09DA,東光路９９號,新竹市新竹市東光路９９號十七樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十七層/十八層,4房2廳2衛,91.6,3652,45.2,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-12,東光路,RPTPMLSKKIJGFAO86DA,東光路９９號,新竹市新竹市東光路９９號十二樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/十八層,4房2廳2衛,91.6,3558,43.9,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-13,東光路,RPVQMLSKKIJGFAO17DA,東光路９９號,新竹市新竹市東光路９９號十六樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/十八層,4房2廳2衛,91.3,3729,45.8,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-13,東光路,RPTRMLSKKIJGFAO07DA,東光路１０１號,新竹市新竹市東光路１０１號十六樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/十八層,4房2廳2衛,94.2,3992,44.8,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-14,東光路,RPWPMLSKKIJGFAO17DA,東光路９９號,新竹市新竹市東光路９９號十五樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/十八層,4房2廳2衛,91.6,3963,48.4,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-14,東光路,RPUQMLSKKIJGFAO07DA,東光路１０１號,新竹市新竹市東光路１０１號八樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十八層,4房2廳2衛,103.0,4060,43.9,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-15,東光路,RPVOMLSKKIJGFAO96DA,東光路９９號,新竹市新竹市東光路９９號三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十八層,4房2廳2衛,91.6,3482,43.0,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-15,東光路,RPRPMLSKKIJGFAO66DA,東光路９９號,新竹市新竹市東光路９９號九樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/十八層,4房2廳2衛,91.6,3555,44.0,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-16,東光路,RPSPMLSKKIJGFAO76DA,東光路９９號,新竹市新竹市東光路９９號十一樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十八層,4房2廳2衛,91.6,3912,48.1,-3.5,2024-11-27,坡道平面,夫妻讓渡，讓渡日期 :113年10月28日管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-16,東光路,RPURMLSKKIJGFAO17DA,東光路１０１號,新竹市新竹市東光路１０１號十七樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十七層/十八層,4房2廳2衛,103.0,4500,49.0,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-21,東光路,RPRRMLSKKIJGFAO86DA,東光路１０１號,新竹市新竹市東光路１０１號十四樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/十八層,4房2廳2衛,103.0,4521,48.9,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-05-22,東光路,RPTPMLSJJHKGFAO66DA,東光路９９號,新竹市新竹市東光路９９號十樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十八層,4房2廳2衛,91.6,3900,47.8,-3.5,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-06-06,東光路,RPWOMLSKKIJGFAO07DA,東光路９９號,新竹市新竹市東光路９９號四樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十八層,4房2廳2衛,91.3,3401,41.8,-3.4,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-06-06,東光路,RPXOMLSKKIJGFAO17DA,東光路９９號,新竹市新竹市東光路９９號五樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十八層,4房2廳2衛,91.3,3415,42.2,-3.4,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S2,2021-06-26,埔頂一路,RPPOMLOLKIJGFAO68DA,埔頂一路１９３號,新竹市新竹市埔頂一路１９３號,華廈(10層含以下有電梯),房地(土地+建物)+車位,一層，見其他登記事項/六層,0房0廳0衛,41.0,1700,41.5,-3.2,2024-08-23,升降平面,土地價金為850萬元整；建物價金為850萬元整。預售屋權利轉售，讓渡日期：113年9月2日，權利買賣契約成交價格 170
光埔重劃區,115S1,2021-07-20,光復路一段,RPWNMLMJKHLGFAO98DA,光復路一段４０３巷２３弄２號,新竹市新竹市光復路一段４０３巷２３弄２號三樓,華廈(10層含以下有電梯),房地(土地+建物),三層/五層,2房2廳2衛,24.1,1300,54.0,-4.2,2025-10-08,,土地價金為6500000元整；建物價金為6500000元整。含裝潢費800000元；預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-07-27,東光路,RPUPMLSKKIJGFAO96DA,東光路９９號,新竹市新竹市東光路９９號十三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十八層,4房2廳2衛,92.0,3906,48.7,-3.3,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-07-29,東光路,RPXQMLSKKIJGFAO37DA,東光路１０１號,新竹市新竹市東光路１０１號十樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十八層,4房2廳2衛,103.0,4272,46.0,-3.3,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-08-16,東光路,RPVPMLSKKIJGFAO07DA,東光路９９號,新竹市新竹市東光路９９號十四樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/十八層,4房2廳2衛,91.6,3938,48.9,-3.2,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-08-27,東光路,RPRNMLLLJHKGFAO38DA,東光路１０１號,新竹市新竹市東光路１０１號七樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十八層,4房2廳2衛,102.6,4210,45.6,-3.2,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-09-03,東光路,RPWQMLSKKIJGFAO27DA,東光路１０１號,新竹市新竹市東光路１０１號九樓,住宅大樓(11層含以上有電梯),房地(土地+建物),九層/十八層,4房2廳2衛,83.7,3850,46.0,-3.2,2024-11-27,,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-09-04,東光路,RPRQMLSKKIJGFAO76DA,東光路１０１號,新竹市新竹市東光路１０１號四樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十八層,4房2廳2衛,93.3,3923,44.3,-3.2,2024-11-27,坡道平面,夫妻讓渡，讓渡日期 :113年10月18日，管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-09-04,東光路,RPSQMLSKKIJGFAO86DA,東光路１０１號,新竹市新竹市東光路１０１號六樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十八層,4房2廳2衛,93.3,3990,45.4,-3.2,2024-11-27,坡道平面,夫妻讓渡，讓渡日期 :113年10月18日，管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-09-17,東光路,RPQQMLSKKIJGFAO66DA,東光路１０１號,新竹市新竹市東光路１０１號三樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十八層,4房2廳2衛,93.3,3920,44.4,-3.2,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-09-18,東光路,RPWNMLLLJHKGFAO88DA,東光路１０１號,新竹市新竹市東光路１０１號二樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十八層,4房2廳2衛,93.3,3945,44.5,-3.2,2024-11-27,坡道平面,管理組織:目前無將來會成立 東光段4503建號持分2048/100000預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-09-30,東光路,RPUOMLSKKIJGFAO86DA,東光路９９號,新竹市新竹市東光路９９號二樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十八層,4房2廳2衛,91.6,3610,43.8,-3.2,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-09-30,東光路,RPPQMLOKKHKGFAO78DA,東光路１０１號,新竹市新竹市東光路１０１號五樓,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十八層,4房2廳2衛,103.0,4221,44.7,-3.2,2024-11-27,坡道平面,管理組織:目前無將來會成立預售屋權利轉售，讓渡日期 :113年11月25日，讓渡金額47500000元正。另於113年1
光埔重劃區,114S1,2021-12-01,埔頂一路,RPSPMLTLJIJGFAO86DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號五樓之６,華廈(10層含以下有電梯),房地(土地+建物),五層/六層,2房0廳2衛,15.8,809,51.2,-2.7,2024-08-23,,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2021-12-15,埔頂一路,RPWNMLOLKIJGFAO66DA,埔頂一路１９５號,新竹市新竹市埔頂一路１９５號三樓之３,華廈(10層含以下有電梯),房地(土地+建物),三層/六層,1房1廳1衛,10.7,330,30.9,-2.7,2024-08-23,,土地價金為165萬元整；建物價金為165萬元整。預售屋權利轉售，讓渡日期：113年9月4日，權利買賣契約成交價格 520
光埔重劃區,114S1,2022-01-20,埔頂一路,RPSRMLRKKIJGFAO86DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號五樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十三層,2房2廳2衛,43.1,2064,59.0,-2.9,2024-12-11,坡道平面,交易總價2106萬，折讓金額42萬，折讓原因:員工折讓親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件
光埔重劃區,114S1,2022-01-20,埔頂一路,RPRPNLRKKIJGFAO66DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十三層,2房2廳2衛,41.1,1971,59.4,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年9月6日，權利買賣契約成交價格2221萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-20,埔頂一路,RPRRNLRKKIJGFAO86DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十三層,3房2廳2衛,51.8,2696,61.5,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：111年12月30日，權利買賣契約成交價格3000萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-20,埔頂一路,RPTRNLRKKIJGFAO07DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十一樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/十三層,3房2廳2衛,51.8,2698,61.8,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年9月22日，權利買賣契約成交價格3250萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-20,埔頂一路,RPXRNLRKKIJGFAO47DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號三樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十三層,3房2廳2衛,51.4,2538,58.2,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年6月25日，權利買賣契約成交價格2800萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-20,埔頂一路,RPTPNLRKKIJGFAO86DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號五樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十三層,2房2廳2衛,41.4,2005,60.2,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年9月22日，權利買賣契約成交價格2260萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-20,埔頂一路,RPUQNLRKKIJGFAO07DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號三樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/十三層,3房2廳2衛,51.8,2551,58.2,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年10月30日，權利買賣契約成交價格2950萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-21,埔頂一路,RPXRMLRKKIJGFAO37DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號八樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/十三層,2房2廳2衛,43.1,2167,62.1,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-21,埔頂一路,RPPPNLRKKIJGFAO09DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號二樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十三層,2房2廳2衛,41.4,1977,58.6,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年4月8日，權利買賣契約成交價格2030萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-21,埔頂一路,RPVQNLRKKIJGFAO17DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號四樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十三層,3房2廳2衛,51.8,2539,57.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-21,埔頂一路,RPRONLRKKIJGFAO56DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號七樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十三層,3房2廳2衛,52.1,2686,60.6,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：112年6月13日，權利買賣契約成交價格2686萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-21,埔頂一路,RPXQNLRKKIJGFAO37DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號六樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十三層,3房2廳2衛,51.8,2627,59.8,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-21,埔頂一路,RPORNLRKKIJGFAO56DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號七樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/十三層,3房2廳2衛,51.5,2649,60.6,-2.9,2024-12-11,坡道平面,預售屋權利轉售1/2，讓售日期：111年10月10日，權利買賣契約成交價格1332萬元整，總價2656.5萬元整。預售屋
光埔重劃區,114S1,2022-01-21,埔頂一路,RPXWMLRKKIJGFAO87DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號六樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十三層,3房2廳2衛,52.1,2634,59.8,-2.9,2024-12-11,坡道平面,預售屋權利轉售，讓售日期：111年1月22日，權利買賣契約成交價格2664萬元整。預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-21,埔頂一路,RPWQNLRKKIJGFAO27DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號五樓之６,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/十三層,3房2廳2衛,51.8,2594,59.0,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPSPMLRKKIJGFAO66DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號二樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十三層,2房2廳2衛,43.1,1990,56.6,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPVONLRKKIJGFAO96DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十三層,3房2廳2衛,52.1,2713,61.5,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPUPNLRKKIJGFAO96DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號六樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/十三層,2房2廳2衛,41.4,2030,61.0,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPOQNLRKKIJGFAO09DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/十三層,2房2廳2衛,41.4,2081,62.7,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPRWMLRKKIJGFAO27DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號二樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/十三層,3房2廳2衛,52.7,2538,56.4,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPVNNLRKKIJGFAO86DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號十三樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/十三層,3房2廳2衛,52.1,2729,62.1,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
光埔重劃區,114S1,2022-01-22,埔頂一路,RPOONLRKKIJGFAO88DA,埔頂一路３９８號,新竹市新竹市埔頂一路３９８號四樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/十三層,3房2廳2衛,51.8,2555,57.9,-2.9,2024-12-11,坡道平面,預售屋、或土地及建物分件登記案件；
