區域,季別,成交日,編號,路段,建案名稱,棟及號,門牌,樓層,坪數,總價萬,單價萬每坪
光埔重劃區,113S2,2024-02-17,RPQOMLOJLHJGFAO58CB,埔頂一路,金弘天希,B1棟13F號,新竹市新竹市埔頂一路,十三層/15,68.2,3820,70.5
光埔重劃區,113S2,2024-02-25,RPSNMLOJLHJGFAO68CB,埔頂一路,金弘天希,B1棟10F號,新竹市新竹市埔頂一路,十層/15,71.3,3735,69.2
光埔重劃區,113S2,2024-02-25,RPTNMLOJLHJGFAO78CB,埔頂一路,金弘天希,B2棟10F號,新竹市新竹市埔頂一路,十層/15,68.4,3750,69.2
光埔重劃區,113S2,2024-03-10,RPPNMLPKLHJGFAO58CB,埔頂一路,金弘天希,A2棟6F號,新竹市新竹市埔頂一路,六層/15,60.4,3518,67.2
光埔重劃區,113S2,2024-03-22,RPPNMLTKMHJGFAO56DB,光復路二段,豐溢‧風藝,A2棟5號,新竹市新竹市光復路二段,五層/15,31.6,1568,49.6
光埔重劃區,113S2,2024-03-25,RPRNMLSKMHJGFAO66DB,光復路二段,豐溢‧風藝,A5棟7號,新竹市新竹市光復路二段,七層/15,32.4,1688,52.1
光埔重劃區,113S2,2024-04-01,RPSNMLSKMHJGFAO76DB,光復路二段,豐溢‧風藝,A1棟11號,新竹市新竹市光復路二段,十一層/15,38.5,1780,51.5
光埔重劃區,113S2,2024-04-10,RPVNMLQKMHJGFAO76CB,埔頂一路,金弘天希,B1棟09F號,新竹市新竹市埔頂一路,九層/15,57.7,3510,69.4
光埔重劃區,113S2,2024-04-11,RPQNMLRKMHJGFAO98CB,埔頂路,A TEAM,E棟4號,新竹市新竹市埔頂路,四層/11,128.3,3650,
光埔重劃區,113S2,2024-04-11,RPRNMLRKMHJGFAO09CB,埔頂路,A TEAM,D棟4號,新竹市新竹市埔頂路,四層/11,128.1,3650,
光埔重劃區,113S2,2024-04-14,RPUNMLQKMHJGFAO66CB,埔頂一路,金弘天希,A2棟07F號,新竹市新竹市埔頂一路,七層/15,58.8,3533,67.9
光埔重劃區,113S2,2024-04-27,RPPNMLNJNHJGFAO48CB,埔頂一路,金弘天希,A2棟10F號,新竹市新竹市埔頂一路,十層/15,60.4,3600,68.9
光埔重劃區,113S2,2024-04-27,RPQNMLNJNHJGFAO58CB,埔頂一路,金弘天希,A2棟03F號,新竹市新竹市埔頂一路,三層/15,58.8,3478,66.9
光埔重劃區,113S2,2024-04-27,RPRNMLNJNHJGFAO68CB,埔頂一路,金弘天希,B1棟08F號,新竹市新竹市埔頂一路,八層/15,57.3,3515,69.1
光埔重劃區,113S2,2024-04-27,RPPNMLKKNHJGFAO38DB,光復路二段,豐溢‧風藝,A5棟5號,新竹市新竹市光復路二段,五層/15,32.4,1670,51.5
光埔重劃區,113S2,2024-04-29,RPTNMLRJNHJGFAO66CB,埔頂一路,金弘天希,A2棟08F號,新竹市新竹市埔頂一路,八層/15,70.0,3815,68.2
光埔重劃區,113S2,2024-05-06,RPTNMLPKNHJGFAO56CB,埔頂一路,金弘天希,B1棟07F號,新竹市新竹市埔頂一路,七層/15,57.7,3465,68.6
光埔重劃區,113S2,2024-05-07,RPUNMLPKNHJGFAO66CB,埔頂一路,金弘天希,B1棟14F號,新竹市新竹市埔頂一路,十四層/15,57.3,3595,71.3
光埔重劃區,113S3,2024-05-16,RPQNMLOKOHJGFAO98DB,光復路二段,豐溢‧風藝,A1棟7號,新竹市新竹市光復路二段,七層/15,38.5,1750,50.6
光埔重劃區,113S3,2024-05-18,RPPNMLOKOHJGFAO88DB,光復路二段,豐溢‧風藝,A2棟11號,新竹市新竹市光復路二段,十一層/15,38.1,1788,52.4
光埔重劃區,113S3,2024-05-20,RPRNMLNKOHJGFAO98DB,光復路二段,豐溢‧風藝,A1棟8號,新竹市新竹市光復路二段,八層/15,32.0,1520,47.5
光埔重劃區,113S3,2024-05-21,RPRNMLKMNHJGFAO68CB,埔頂一路,金弘天希,A2棟09F號,新竹市新竹市埔頂一路,九層/15,58.8,3570,68.4
光埔重劃區,113S3,2024-05-24,RPPNMLKMNHJGFAO48CB,埔頂一路,金弘天希,A1棟04F號,新竹市新竹市埔頂一路,四層/15,59.0,3490,66.7
光埔重劃區,113S3,2024-05-24,RPQNMLKMNHJGFAO58CB,埔頂一路,金弘天希,A1棟05F號,新竹市新竹市埔頂一路,五層/15,59.0,3527,66.9
光埔重劃區,113S3,2024-05-28,RPSNMLPJOHJGFAO09CB,埔頂路,A TEAM,F棟6號,新竹市新竹市埔頂路,六層/11,138.4,4338,
光埔重劃區,113S3,2024-05-31,RPPNMLRLOHJGFAO66DB,光復路二段,豐溢‧風藝,A1棟10號,新竹市新竹市光復路二段,十層/15,32.0,1655,51.7
光埔重劃區,113S3,2024-06-06,RPQNMLRLOHJGFAO76DB,光復路二段,豐溢‧風藝,A2棟6號,新竹市新竹市光復路二段,六層/15,31.6,1628,51.5
光埔重劃區,113S3,2024-06-11,RPPNMLKLOHJGFAO48CB,埔頂一路,金弘天希,A1棟13F號,新竹市新竹市埔頂一路,十三層/15,64.5,3890,70.2
光埔重劃區,113S3,2024-06-15,RPQNMLKLOHJGFAO58CB,埔頂一路,金弘天希,A2棟13F號,新竹市新竹市埔頂一路,十三層/15,68.8,3945,70.9
光埔重劃區,113S3,2024-06-15,RPRNMLKLOHJGFAO68CB,埔頂一路,金弘天希,A2棟11F號,新竹市新竹市埔頂一路,十一層/15,61.9,3698,70.1
光埔重劃區,113S3,2024-06-17,RPRNMLRLOHJGFAO86DB,光復路二段,豐溢‧風藝,A1棟14號,新竹市新竹市光復路二段,十四層/15,38.5,1820,52.8
光埔重劃區,113S3,2024-06-20,RPQNMLSKPHJGFAO86DB,光復路二段,豐溢‧風藝,A2棟8號,新竹市新竹市光復路二段,八層/15,31.6,1586,50.2
光埔重劃區,113S3,2024-06-22,RPVQMLRLOHJGFAO47CB,埔頂一路,金弘天希,A1棟6F號,新竹市新竹市埔頂一路,六層/15,59.4,3580,68.3
光埔重劃區,113S3,2024-06-22,RPWQMLRLOHJGFAO57CB,埔頂一路,金弘天希,A1棟11F號,新竹市新竹市埔頂一路,十一層/15,59.0,3630,69.6
光埔重劃區,113S3,2024-06-22,RPPQMLPKPHJGFAO66CB,埔頂一路,金弘天希,B2棟8F號,新竹市新竹市埔頂一路,八層/15,57.5,3538,69.9
光埔重劃區,113S3,2024-07-13,RPQNMLTKPHJGFAO86CB,埔頂一路,金弘天希,B2棟11F號,新竹市新竹市埔頂一路,十一層/15,57.6,3830,75.1
光埔重劃區,113S3,2024-07-13,RPRNMLTKPHJGFAO96CB,埔頂一路,金弘天希,A1棟12F號,新竹市新竹市埔頂一路,十二層/15,62.2,3923,74.1
光埔重劃區,113S3,2024-07-20,RPSNMLQLPHJGFAO86CB,埔頂一路,金弘天希,B2棟13F號,新竹市新竹市埔頂一路,十三層/15,57.9,3855,75.5
光埔重劃區,113S3,2024-08-02,RPPNMLQLQHJGFAO76DB,光復路二段,豐溢‧風藝,A5棟4號,新竹市新竹市光復路二段,四層/15,32.4,1660,51.2
光埔重劃區,113S4,2024-08-20,RPPNMLRLQHJGFAO86DB,光復路二段,豐溢‧風藝,A3棟8號,新竹市新竹市光復路二段,八層/15,21.2,1140,53.9
光埔重劃區,113S4,2024-08-22,RPPNMLKKRHJGFAO78DB,光復路二段,豐溢‧風藝,A2棟10號,新竹市新竹市光復路二段,十層/15,31.6,1630,51.5
光埔重劃區,113S4,2024-08-26,RPPNMLNKRHJGFAO98CB,埔頂一路,金弘天希,A1棟9F號,新竹市新竹市埔頂一路,九層/15,61.7,3998,75.6
光埔重劃區,114S1,2024-11-23,RPQNMLNJKIJGFAO48DB,光復路二段,豐溢‧風藝,A2棟7號,新竹市新竹市光復路二段,七層/15,31.6,1598,50.5
光埔重劃區,114S3,2025-07-30,RPPNMLKLQHKGFAO88DB,光復路二段,豐溢‧風藝,A1棟13號,新竹市新竹市光復路二段,十三層/15,38.5,1754,50.7
光埔重劃區,115S1,2025-11-19,RPUPMLNLKIKGFAO66CB,埔頂一路,金弘天希,A1棟2F號,新竹市新竹市埔頂一路,二層/15,59.0,3500,66.9
光埔重劃區,115S1,2026-01-01,RPQNMLTLJHLGFAO56CB,光復路一段,竹慶?見,C棟10F號,新竹市新竹市光復路一段476巷,十層/15,47.1,3288,84.0
光埔重劃區,115S1,2026-01-02,RPPNMLTLJHLGFAO09CB,光復路一段,竹慶?見,B棟7F號,新竹市新竹市光復路一段476巷,七層/15,38.0,2573,85.2
光埔重劃區,115S1,2026-01-04,RPRNMLTLJHLGFAO66CB,光復路一段,竹慶?見,A棟8F號,新竹市新竹市光復路一段476巷,八層/15,47.1,3283,83.4
光埔重劃區,115S1,2026-01-04,RPOOMLTLJHLGFAO09CB,光復路一段,竹慶?見,E棟6F號,新竹市新竹市光復路一段476巷,六層/15,37.3,2343,82.5
光埔重劃區,115S1,2026-01-05,RPTNMLTLJHLGFAO86CB,光復路一段,竹慶?見,B棟4F號,新竹市新竹市光復路一段476巷,四層/15,39.0,2468,82.2
光埔重劃區,115S1,2026-01-05,RPWNMLTLJHLGFAO17CB,光復路一段,竹慶?見,D棟14F號,新竹市新竹市光復路一段476巷,十四層/15,47.4,2738,84.4
光埔重劃區,115S1,2026-01-10,RPPOMLTLJHLGFAO56CB,光復路一段,竹慶?見,E棟4F號,新竹市新竹市光復路一段476巷,四層/15,37.3,2228,78.1
光埔重劃區,115S1,2026-01-10,RPSNMLMJKHLGFAO58CB,埔頂一路,高豐匯,1F-A號,新竹市新竹市埔頂一路161巷,一層/10,82.5,5600,73.5
光埔重劃區,115S1,2026-01-11,RPUNMLTLJHLGFAO96CB,光復路一段,竹慶?見,B棟5F號,新竹市新竹市光復路一段476巷,五層/15,38.0,2523,83.3
光埔重劃區,115S1,2026-01-11,RPQOMLTLJHLGFAO66CB,光復路一段,竹慶?見,E棟14F號,新竹市新竹市光復路一段476巷,十四層/15,36.3,2428,84.4
光埔重劃區,115S1,2026-01-15,RPVNMLTLJHLGFAO07CB,光復路一段,竹慶?見,B棟8F號,新竹市新竹市光復路一段476巷,八層/15,38.0,2578,85.9
光埔重劃區,115S1,2026-01-17,RPSNMLTLJHLGFAO76CB,光復路一段,竹慶?見,A棟15F號,新竹市新竹市光復路一段476巷,十五層/15,58.3,3628,84.6
光埔重劃區,115S1,2026-01-18,RPXNMLTLJHLGFAO27CB,光復路一段,竹慶?見,C棟4F號,新竹市新竹市光復路一段476巷,四層/15,58.3,3468,80.7
光埔重劃區,115S1,2026-01-22,RPTNMLMJKHLGFAO68CB,新竹市埔頂一路,高豐匯,10F-A號,新竹市新竹市新竹市新竹市埔頂一路161巷,十層/10,33.3,2430,73.0
光埔重劃區,115S1,2026-01-23,RPSOMLTLJHLGFAO86CB,光復路一段,竹慶?見,A棟14F號,新竹市新竹市光復路一段476巷,十四層/15,58.3,3598,84.6
光埔重劃區,115S1,2026-01-23,RPPNMLKMJHLGFAO28CB,光復路一段,竹慶?見,C棟12F號,新竹市新竹市光復路一段476巷,十二層/15,47.1,3308,83.4
光埔重劃區,115S1,2026-01-24,RPROMLTLJHLGFAO76CB,光復路一段,竹慶?見,C棟15F號,新竹市新竹市光復路一段476巷,十五層/15,58.3,3608,84.6
光埔重劃區,115S1,2026-01-25,RPTOMLTLJHLGFAO96CB,光復路一段,竹慶?見,D棟4F號,新竹市新竹市光復路一段476巷,四層/15,37.3,2268,78.1
光埔重劃區,115S1,2026-02-07,RPPNMLOJLHLGFAO58CB,光復路一段,竹慶?見,C棟5F號,新竹市新竹市光復路一段476巷,五層/15,47.1,3198,81.5
光埔重劃區,115S2,2026-02-23,RPUNMLKKLHLGFAO78CB,埔頂一路,高豐匯,1F-B號,新竹市新竹市埔頂一路161巷,一層/10,94.5,7000,82.2
光埔重劃區,115S2,2026-03-08,RPQNMLKMLHLGFAO58CB,光復路一段,竹慶?見,C棟7F號,新竹市新竹市光復路一段476巷,七層/15,58.3,3618,82.9
光埔重劃區,115S2,2026-03-09,RPPNMLKMLHLGFAO48CB,光復路一段,竹慶?見,A棟6F號,新竹市新竹市光復路一段476巷,六層/15,58.3,3478,81.8
光埔重劃區,115S2,2026-03-13,RPSNMLKMLHLGFAO78CB,光復路一段,創薪匠之瑛,D棟6號,新竹市新竹市光復路一段403巷,六層/7,29.5,2070,74.0
光埔重劃區,115S2,2026-03-17,RPTNMLKMLHLGFAO88CB,光復路一段,創薪匠之瑛,B棟5號,新竹市新竹市光復路一段403巷,五層/7,21.2,1462,76.5
光埔重劃區,115S2,2026-03-21,RPRNMLKMLHLGFAO68CB,光復路一段,竹慶?見,C棟14F號,新竹市新竹市光復路一段476巷,十四層/15,58.3,3578,84.6
光埔重劃區,115S2,2026-03-30,RPTNMLLJMHLGFAO78CB,埔頂路,鉑翡,A棟3F號,新竹市新竹市埔頂路,三層/14,36.3,2085,71.1
光埔重劃區,115S2,2026-03-30,RPTNMLRJMHLGFAO76CB,埔頂路,鉑翡,K棟9F號,新竹市新竹市埔頂路,九層/14,38.5,2635,82.9
光埔重劃區,115S2,2026-03-30,RPUNMLRJMHLGFAO86CB,埔頂路,鉑翡,K棟10F號,新竹市新竹市埔頂路,十層/14,38.5,2649,83.4
光埔重劃區,115S2,2026-03-30,RPVNMLRJMHLGFAO96CB,埔頂路,鉑翡,J棟6F號,新竹市新竹市埔頂路,六層/14,39.0,2615,81.4
光埔重劃區,115S2,2026-03-30,RPWNMLRJMHLGFAO07CB,埔頂路,鉑翡,L棟9F號,新竹市新竹市埔頂路,九層/14,36.3,2115,71.4
光埔重劃區,115S2,2026-03-30,RPXNMLRJMHLGFAO17CB,埔頂路,鉑翡,J棟4F號,新竹市新竹市埔頂路,四層/14,38.7,2449,78.4
光埔重劃區,115S2,2026-03-30,RPOOMLRJMHLGFAO98CB,埔頂路,鉑翡,K棟8F號,新竹市新竹市埔頂路,八層/14,38.5,2591,82.4
光埔重劃區,115S2,2026-03-31,RPPOMLRJMHLGFAO09CB,埔頂路,鉑翡,K棟11F號,新竹市新竹市埔頂路,十一層/14,38.5,2606,82.2
光埔重劃區,115S2,2026-03-31,RPQOMLRJMHLGFAO56CB,埔頂路,鉑翡,J棟11F號,新竹市新竹市埔頂路,十一層/14,49.6,2938,82.2
光埔重劃區,115S2,2026-03-31,RPROMLRJMHLGFAO66CB,埔頂路,鉑翡,K棟6F號,新竹市新竹市埔頂路,六層/14,38.5,2578,81.4
光埔重劃區,115S2,2026-03-31,RPPNMLQKMHLGFAO98CB,光復路一段,創薪匠之瑛,A棟2號,新竹市新竹市光復路一段403巷,二層/7,25.4,1962,77.1
光埔重劃區,115S2,2026-03-31,RPQNMLQKMHLGFAO09CB,光復路一段,創薪匠之瑛,A棟5號,新竹市新竹市光復路一段403巷,五層/7,25.4,2019,79.4
光埔重劃區,115S2,2026-04-01,RPSOMLRJMHLGFAO76CB,埔頂路,鉑翡,L棟5F號,新竹市新竹市埔頂路,五層/14,36.7,2097,70.9
光埔重劃區,115S2,2026-04-01,RPTOMLRJMHLGFAO86CB,埔頂路,鉑翡,M棟4F號,新竹市新竹市埔頂路,四層/14,36.6,2136,71.9
光埔重劃區,115S2,2026-04-03,RPPNMLTJMHLGFAO56CB,埔頂路,鉑翡,J棟13F號,新竹市新竹市埔頂路,十三層/14,39.0,2641,83.2
光埔重劃區,115S2,2026-04-03,RPQNMLTJMHLGFAO66CB,埔頂路,鉑翡,I棟5F號,新竹市新竹市埔頂路,五層/14,36.9,2414,81.2
光埔重劃區,115S2,2026-04-03,RPRNMLTJMHLGFAO76CB,埔頂路,鉑翡,K棟5F號,新竹市新竹市埔頂路,五層/14,38.5,2549,80.9
光埔重劃區,115S2,2026-04-03,RPSNMLTJMHLGFAO86CB,埔頂路,鉑翡,J棟5F號,新竹市新竹市埔頂路,五層/14,39.0,2621,80.9
光埔重劃區,115S2,2026-04-03,RPTNMLTJMHLGFAO96CB,埔頂路,鉑翡,L棟6F號,新竹市新竹市埔頂路,六層/14,36.7,2080,71.4
光埔重劃區,115S2,2026-04-03,RPUNMLTJMHLGFAO07CB,埔頂路,鉑翡,L棟7F號,新竹市新竹市埔頂路,七層/14,36.3,2108,71.9
光埔重劃區,115S2,2026-04-03,RPVNMLTJMHLGFAO17CB,埔頂路,鉑翡,B棟2F號,新竹市新竹市埔頂路,二層/14,36.7,2183,73.1
光埔重劃區,115S2,2026-04-04,RPWNMLTJMHLGFAO27CB,埔頂路,鉑翡,D棟10F號,新竹市新竹市埔頂路,十層/14,38.7,2636,82.4
光埔重劃區,115S2,2026-04-04,RPPOMLTJMHLGFAO66CB,埔頂路,鉑翡,B棟13F號,新竹市新竹市埔頂路,十三層/14,37.1,2326,79.1
光埔重劃區,115S2,2026-04-04,RPQOMLTJMHLGFAO76CB,埔頂路,鉑翡,J棟12F號,新竹市新竹市埔頂路,十二層/14,39.0,2657,82.7
光埔重劃區,115S2,2026-04-04,RPSOMLTJMHLGFAO96CB,埔頂路,鉑翡,L棟8F號,新竹市新竹市埔頂路,八層/14,36.7,2106,72.4
光埔重劃區,115S2,2026-04-04,RPTOMLTJMHLGFAO07CB,埔頂路,鉑翡,E棟6F號,新竹市新竹市埔頂路,六層/14,37.2,2350,77.3
光埔重劃區,115S2,2026-04-05,RPROMLTJMHLGFAO86CB,埔頂路,鉑翡,H棟13F號,新竹市新竹市埔頂路,十三層/14,37.2,2448,81.0
光埔重劃區,115S2,2026-04-05,RPUOMLTJMHLGFAO17CB,埔頂路,鉑翡,L棟10F號,新竹市新竹市埔頂路,十層/14,36.7,2147,73.4
光埔重劃區,115S2,2026-04-05,RPVOMLTJMHLGFAO27CB,埔頂路,鉑翡,L棟11F號,新竹市新竹市埔頂路,十一層/14,36.3,2136,72.2
光埔重劃區,115S2,2026-04-07,RPWOMLTJMHLGFAO37CB,埔頂路,鉑翡,L棟4F號,新竹市新竹市埔頂路,四層/14,36.7,2086,69.9
光埔重劃區,115S2,2026-04-09,RPRNMLOKMHLGFAO98CB,埔頂路,鉑翡,L棟3F號,新竹市新竹市埔頂路,三層/14,36.7,2071,69.9
光埔重劃區,115S2,2026-04-09,RPSNMLOKMHLGFAO09CB,埔頂路,鉑翡,L棟14F號,新竹市新竹市埔頂路,十四層/14,36.7,2164,72.7
光埔重劃區,115S2,2026-04-09,RPTNMLOKMHLGFAO56CB,埔頂路,鉑翡,K棟13F號,新竹市新竹市埔頂路,十三層/14,38.9,2599,83.2
光埔重劃區,115S2,2026-04-10,RPUNMLOKMHLGFAO66CB,埔頂路,鉑翡,E棟8F號,新竹市新竹市埔頂路,八層/14,37.2,2316,78.3
光埔重劃區,115S2,2026-04-10,RPVNMLOKMHLGFAO76CB,埔頂路,鉑翡,D棟6F號,新竹市新竹市埔頂路,六層/14,38.7,2550,80.4
光埔重劃區,115S2,2026-04-10,RPWNMLOKMHLGFAO86CB,埔頂路,鉑翡,J棟7F號,新竹市新竹市埔頂路,七層/14,39.0,2614,81.9
光埔重劃區,115S2,2026-04-11,RPXNMLOKMHLGFAO96CB,埔頂路,鉑翡,L棟2F號,新竹市新竹市埔頂路,二層/14,36.3,2036,69.0
光埔重劃區,115S2,2026-04-11,RPUOMLOKMHLGFAO76CB,埔頂路,鉑翡,L棟12F號,新竹市新竹市埔頂路,十二層/14,37.5,2194,72.7
光埔重劃區,115S2,2026-04-12,RPOOMLOKMHLGFAO78CB,埔頂路,鉑翡,M棟3F號,新竹市新竹市埔頂路,三層/14,36.6,2151,71.9
光埔重劃區,115S2,2026-04-12,RPPOMLOKMHLGFAO88CB,埔頂路,鉑翡,M棟11F號,新竹市新竹市埔頂路,十一層/14,36.6,2211,74.2
光埔重劃區,115S2,2026-04-12,RPQOMLOKMHLGFAO98CB,埔頂路,鉑翡,E棟7F號,新竹市新竹市埔頂路,七層/14,36.9,2308,77.8
光埔重劃區,115S2,2026-04-12,RPROMLOKMHLGFAO09CB,埔頂路,鉑翡,E棟3F號,新竹市新竹市埔頂路,三層/14,36.9,2230,74.3
光埔重劃區,115S2,2026-04-12,RPPNMLLKNHLGFAO58CB,光復路一段,竹慶?見,C棟11F號,新竹市新竹市光復路一段476巷,十一層/15,58.3,3580,83.8
光埔重劃區,115S2,2026-04-13,RPSOMLOKMHLGFAO56CB,埔頂路,鉑翡,J棟10F號,新竹市新竹市埔頂路,十層/14,39.0,2662,83.4
光埔重劃區,115S2,2026-04-13,RPTOMLOKMHLGFAO66CB,埔頂路,鉑翡,M棟5F號,新竹市新竹市埔頂路,五層/14,36.6,2162,72.9
光埔重劃區,115S2,2026-04-14,RPRNMLQKMHLGFAO56CB,埔頂路,鉑翡,L棟13F號,新竹市新竹市埔頂路,十三層/14,36.7,2172,73.2
光埔重劃區,115S2,2026-04-15,RPSNMLQKMHLGFAO66CB,埔頂路,鉑翡,M棟8F號,新竹市新竹市埔頂路,八層/14,36.6,2216,74.4
光埔重劃區,115S2,2026-04-17,RPPNMLLLMHLGFAO58CB,埔頂路,鉑翡,I棟9F號,新竹市新竹市埔頂路,九層/14,37.2,2507,83.2
光埔重劃區,115S2,2026-04-18,RPQNMLLLMHLGFAO68CB,埔頂路,鉑翡,K棟12F號,新竹市新竹市埔頂路,十二層/14,38.5,2615,82.7
光埔重劃區,115S2,2026-04-18,RPRNMLLLMHLGFAO78CB,埔頂路,鉑翡,H棟6F號,新竹市新竹市埔頂路,六層/14,37.2,2380,77.7
光埔重劃區,115S2,2026-04-18,RPSNMLLLMHLGFAO88CB,埔頂路,鉑翡,B棟11F號,新竹市新竹市埔頂路,十一層/14,36.3,2290,78.1
光埔重劃區,115S2,2026-04-18,RPRNMLLKNHLGFAO78CB,光復路一段,竹慶?見,E棟15F號,新竹市新竹市光復路一段476巷,十五層/15,36.3,2378,84.4
光埔重劃區,115S2,2026-04-20,RPTNMLLLMHLGFAO98CB,埔頂路,鉑翡,M棟12F號,新竹市新竹市埔頂路,十二層/14,36.6,2224,74.7
光埔重劃區,115S2,2026-04-20,RPUNMLLLMHLGFAO09CB,埔頂路,鉑翡,K棟7F號,新竹市新竹市埔頂路,七層/14,38.5,2592,81.9
光埔重劃區,115S2,2026-04-22,RPUNMLSLMHLGFAO17CB,埔頂路,鉑翡,H棟7F號,新竹市新竹市埔頂路,七層/14,36.9,2369,79.7
光埔重劃區,115S2,2026-04-24,RPTNMLLKNHLGFAO98CB,光復路一段,竹慶?見,A棟4F號,新竹市新竹市光復路一段476巷,四層/15,47.1,3100,79.5
光埔重劃區,115S2,2026-04-25,RPQNMLSLMHLGFAO76CB,埔頂路,鉑翡,J棟8F號,新竹市新竹市埔頂路,八層/14,39.0,2590,80.9
光埔重劃區,115S2,2026-04-26,RPRNMLSLMHLGFAO86CB,埔頂路,鉑翡,I棟6F號,新竹市新竹市埔頂路,六層/14,36.9,2437,81.7
光埔重劃區,115S2,2026-04-26,RPSNMLSLMHLGFAO96CB,埔頂路,鉑翡,E棟12F號,新竹市新竹市埔頂路,十二層/14,37.2,2384,78.6
光埔重劃區,115S2,2026-04-27,RPTNMLSLMHLGFAO07CB,埔頂路,鉑翡,E棟11F號,新竹市新竹市埔頂路,十一層/14,37.2,2371,78.1
光埔重劃區,115S2,2026-04-28,RPQNMLLKNHLGFAO68CB,光復路一段,竹慶?見,C棟6F號,新竹市新竹市光復路一段476巷,六層/15,47.1,3218,82.5
光埔重劃區,115S2,2026-05-02,RPQNMLPJNHLGFAO98CB,埔頂路,鉑翡,I棟4F號,新竹市新竹市埔頂路,四層/14,37.2,2352,78.7
光埔重劃區,115S2,2026-05-02,RPRNMLPJNHLGFAO09CB,埔頂路,鉑翡,I棟7F號,新竹市新竹市埔頂路,七層/14,37.2,2405,80.7
光埔重劃區,115S2,2026-05-02,RPVNMLPJNHLGFAO86CB,埔頂路,鉑翡,E棟9F號,新竹市新竹市埔頂路,九層/14,37.2,2405,78.8
光埔重劃區,115S2,2026-05-02,RPQNMLPLNHLGFAO56CB,光復路一段,創薪匠之瑛,C棟3號,新竹市新竹市光復路一段403巷,三層/7,21.2,1425,75.2
光埔重劃區,115S2,2026-05-03,RPSNMLPJNHLGFAO56CB,埔頂路,鉑翡,I棟8F號,新竹市新竹市埔頂路,八層/14,37.2,2459,82.7
光埔重劃區,115S2,2026-05-03,RPTNMLPJNHLGFAO66CB,埔頂路,鉑翡,I棟3F號,新竹市新竹市埔頂路,三層/14,37.2,2352,78.7
光埔重劃區,115S2,2026-05-03,RPSNMLLKNHLGFAO88CB,光復路一段,竹慶?見,E棟10F號,新竹市新竹市光復路一段476巷,十層/15,36.3,2368,83.7
光埔重劃區,115S2,2026-05-03,RPPNMLPLNHLGFAO09CB,光復路一段,創薪匠之瑛,B棟6號,新竹市新竹市光復路一段403巷,六層/7,19.4,1306,75.2
光埔重劃區,115S2,2026-05-03,RPRNMLPLNHLGFAO66CB,光復路一段,創薪匠之瑛,C棟5號,新竹市新竹市光復路一段403巷,五層/7,21.2,1395,73.4
光埔重劃區,115S2,2026-05-03,RPSNMLPLNHLGFAO76CB,光復路一段,創薪匠之瑛,C棟6號,新竹市新竹市光復路一段403巷,六層/7,19.4,1300,74.5
光埔重劃區,115S2,2026-05-07,RPQNMLNKNHLGFAO88CB,埔頂路,鉑翡,M棟10F號,新竹市新竹市埔頂路,十層/14,37.5,2223,73.9
光埔重劃區,115S2,2026-05-07,RPPNMLLLNHLGFAO68CB,埔頂路,鉑翡,E棟13F號,新竹市新竹市埔頂路,十三層/14,37.2,2408,79.1
光埔重劃區,115S2,2026-05-08,RPTNMLPLNHLGFAO86CB,光復路一段,創薪匠之瑛,B棟4F號,新竹市新竹市光復路一段403巷,四層/7,21.2,1395,73.8
光埔重劃區,115S2,2026-05-10,RPPNMLSJOHLGFAO66CB,光復路一段,竹慶?見,E棟9F號,新竹市新竹市光復路一段476巷,九層/15,36.3,2358,83.3
公道五沿線,113S2,2024-02-17,RPTNMLKLKHJGFAO48CB,千甲路,X計畫+,A棟5號,新竹市新竹市千甲路294巷,五層/11,37.8,1820,51.2
公道五沿線,113S2,2024-02-17,RPUNMLKLKHJGFAO58CB,千甲路,X計畫+,C棟8號,新竹市新竹市千甲路294巷,八層/11,37.9,1868,52.5
公道五沿線,113S2,2024-02-18,RPSNMLKLKHJGFAO38CB,千甲路,X計畫+,B棟6號,新竹市新竹市千甲路294巷,六層/11,38.0,1858,52.2
公道五沿線,113S2,2024-02-24,RPRNMLOJLHJGFAO58CB,千甲路,X計畫+,B棟5號,新竹市新竹市千甲路294巷,五層/11,38.0,1861,52.0
公道五沿線,113S2,2024-02-25,RPQNMLOJLHJGFAO48CB,千甲路,X計畫+,A棟4號,新竹市新竹市千甲路294巷,四層/11,37.8,1790,51.1
公道五沿線,113S2,2024-03-05,RPRNMLOKLHJGFAO68CB,千甲路,X計畫+,C棟7號,新竹市新竹市千甲路294巷,七層/11,37.9,1858,52.2
公道五沿線,113S2,2024-03-06,RPSNMLOKLHJGFAO78CB,千甲路,X計畫+,C棟9號,新竹市新竹市千甲路294巷,九層/11,37.2,1869,53.2
公道五沿線,113S2,2024-03-09,RPQNMLOKLHJGFAO58CB,千甲路,X計畫+,C棟6號,新竹市新竹市千甲路294巷,六層/11,37.9,1858,52.2
公道五沿線,113S2,2024-03-23,RPPNMLLJMHJGFAO18CB,千甲路,X計畫+,C棟5號,新竹市新竹市千甲路294巷,五層/11,37.2,1845,52.1
公道五沿線,113S2,2024-03-27,RPQNMLLJMHJGFAO28CB,千甲路,X計畫+,C棟4號,新竹市新竹市千甲路294巷,四層/11,37.9,1818,51.0
公道五沿線,113S2,2024-03-28,RPRNMLLJMHJGFAO38CB,千甲路,X計畫+,B棟4號,新竹市新竹市千甲路294巷,四層/11,38.0,1838,51.3
