區域,季別,成交日,編號,路段,建案名稱,棟及號,門牌,樓層,坪數,總價萬,單價萬每坪
高鐵特區,113S4,2024-08-25,RPUNMLLKRHJGFBJ88CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C1棟6F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,六層/15,40.9,2748,83.9
高鐵特區,113S4,2024-08-25,RPVNMLLKRHJGFBJ98CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C1棟12F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十二層/15,40.9,2790,84.8
高鐵特區,113S4,2024-08-25,RPWNMLLKRHJGFBJ09CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C1棟13F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十三層/15,40.9,2815,85.8
高鐵特區,113S4,2024-08-25,RPXNMLLKRHJGFBJ56CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C2棟5F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,五層/15,40.9,2737,83.2
高鐵特區,113S4,2024-08-25,RPOOMLLKRHJGFBJ38CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C2棟7F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,七層/15,40.9,2782,84.6
高鐵特區,113S4,2024-08-25,RPPOMLLKRHJGFBJ48CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C2棟8F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,八層/15,40.9,2788,84.8
高鐵特區,113S4,2024-08-25,RPQOMLLKRHJGFBJ58CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C2棟9F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,九層/15,40.9,2798,85.1
高鐵特區,113S4,2024-08-25,RPROMLLKRHJGFBJ68CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C2棟11F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十一層/15,40.9,2781,84.7
高鐵特區,113S4,2024-08-25,RPSOMLLKRHJGFBJ78CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C2棟12F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十二層/15,40.6,2776,86.0
高鐵特區,113S4,2024-08-25,RPTOMLLKRHJGFBJ88CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C2棟13F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十三層/15,40.9,2780,85.5
高鐵特區,113S4,2024-08-25,RPUOMLLKRHJGFBJ98CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C3棟10F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十層/15,40.9,2775,84.7
高鐵特區,113S4,2024-08-25,RPVOMLLKRHJGFBJ09CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C5棟4F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,四層/15,40.8,2675,81.4
高鐵特區,113S4,2024-08-25,RPWOMLLKRHJGFBJ56CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C5棟10F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十層/15,40.8,2746,84.6
高鐵特區,113S4,2024-08-25,RPXOMLLKRHJGFBJ66CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C5棟12F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十二層/15,40.8,2760,84.6
高鐵特區,113S4,2024-09-01,RPUNMLKLRHJGFBJ88CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C2棟14F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十四層/15,40.9,2816,86.0
高鐵特區,113S4,2024-09-12,RPTNMLKLRHJGFBJ78CB,光明六路東二段,學好,B棟13號,新竹縣竹北市光明六路東二段,十三層/14,69.2,4601,87.4
高鐵特區,113S4,2024-09-13,RPUOMLTKRHJGFBJ17CB,光明六路東二段,學好,A棟14號,新竹縣竹北市光明六路東二段,十四層/14,70.4,4706,87.4
高鐵特區,113S4,2024-09-13,RPPNMLKLRHJGFBJ38CB,光明六路東二段,學好,B棟10號,新竹縣竹北市光明六路東二段,十層/14,69.2,4539,86.5
高鐵特區,113S4,2024-09-14,RPVNMLSKRHJGFBJ07CB,光明六路東二段,學好,A棟6號,新竹縣竹北市光明六路東二段,六層/14,70.4,4573,85.0
高鐵特區,113S4,2024-09-14,RPPOMLTKRHJGFBJ66CB,光明六路東二段,學好,A棟10號,新竹縣竹北市光明六路東二段,十層/14,70.4,4610,86.2
高鐵特區,113S4,2024-09-14,RPSOMLTKRHJGFBJ96CB,光明六路東二段,學好,A棟13號,新竹縣竹北市光明六路東二段,十三層/14,71.4,4692,87.1
高鐵特區,113S4,2024-09-14,RPVOMLTKRHJGFBJ27CB,光明六路東二段,學好,B棟4號,新竹縣竹北市光明六路東二段,四層/14,70.2,4315,84.7
高鐵特區,113S4,2024-09-14,RPOOMLKLRHJGFBJ38CB,光明六路東二段,學好,C棟7號,新竹縣竹北市光明六路東二段,七層/14,53.5,3878,86.1
高鐵特區,113S4,2024-09-14,RPSOMLKLRHJGFBJ78CB,光明六路東二段,學好,D棟5號,新竹縣竹北市光明六路東二段,五層/14,55.2,3983,85.2
高鐵特區,113S4,2024-09-14,RPTOMLKLRHJGFBJ88CB,光明六路東二段,學好,D棟6號,新竹縣竹北市光明六路東二段,六層/14,55.2,4017,85.5
高鐵特區,113S4,2024-09-15,RPSNMLSKRHJGFBJ76CB,光明六路東二段,學好,A棟2號,新竹縣竹北市光明六路東二段,二層/14,71.4,4433,85.0
高鐵特區,113S4,2024-09-15,RPUNMLSKRHJGFBJ96CB,光明六路東二段,學好,A棟7號,新竹縣竹北市光明六路東二段,七層/14,70.4,4588,85.3
高鐵特區,113S4,2024-09-15,RPQNMLKLRHJGFBJ48CB,光明六路東二段,學好,B棟12號,新竹縣竹北市光明六路東二段,十二層/14,69.2,4567,87.1
高鐵特區,113S4,2024-09-15,RPSNMLKLRHJGFBJ68CB,光明六路東二段,學好,C棟5號,新竹縣竹北市光明六路東二段,五層/14,53.5,3852,85.5
高鐵特區,113S4,2024-09-15,RPWNMLKLRHJGFBJ09CB,光明六路東二段,學好,C棟6號,新竹縣竹北市光明六路東二段,六層/14,53.5,3865,85.8
高鐵特區,113S4,2024-09-15,RPQOMLKLRHJGFBJ58CB,光明六路東二段,學好,C棟12號,新竹縣竹北市光明六路東二段,十二層/14,66.1,4078,87.6
高鐵特區,113S4,2024-09-15,RPUOMLKLRHJGFBJ98CB,光明六路東二段,學好,D棟8號,新竹縣竹北市光明六路東二段,八層/14,66.8,4158,86.1
高鐵特區,113S4,2024-09-15,RPQNMLNLRHJGFBJ78CB,光明六路東二段,學好,A棟9號,新竹縣竹北市光明六路東二段,九層/14,70.4,4461,85.9
高鐵特區,113S4,2024-09-16,RPOPMLTKRHJGFBJ66CB,光明六路東二段,學好,B棟9號,新竹縣竹北市光明六路東二段,九層/14,69.2,4525,86.2
高鐵特區,113S4,2024-09-16,RPPNMLNLRHJGFBJ68CB,六家一路二段與嘉政七街路,馥璽,B棟5F號,新竹縣竹北市六家一路二段與嘉政七街路口,五層/10,56.2,3810,85.0
高鐵特區,113S4,2024-09-16,RPRNMLNLRHJGFBJ88CB,六家一路二段與嘉政七街路,馥璽,C棟5F號,新竹縣竹北市六家一路二段與嘉政七街路口,五層/10,55.4,3736,85.0
高鐵特區,113S4,2024-09-16,RPSNMLNLRHJGFBJ98CB,六家一路二段與嘉政七街路,馥璽,B棟3F號,新竹縣竹北市六家一路二段與嘉政七街路口,三層/10,56.2,3600,80.4
高鐵特區,113S4,2024-09-16,RPTNMLNLRHJGFBJ09CB,六家一路二段與嘉政七街路,馥璽,C棟6F號,新竹縣竹北市六家一路二段與嘉政七街路口,六層/10,55.4,3837,87.4
高鐵特區,113S4,2024-09-17,RPROMLTKRHJGFBJ86CB,光明六路東二段,學好,A棟12號,新竹縣竹北市光明六路東二段,十二層/14,83.0,4658,86.8
高鐵特區,113S4,2024-09-18,RPXOMLTKRHJGFBJ47CB,光明六路東二段,學好,B棟6號,新竹縣竹北市光明六路東二段,六層/14,69.2,4483,85.3
高鐵特區,113S4,2024-09-18,RPPOMLPKIIJGFBJ08CB,高鐵五路,禾砌,3F-B1號,新竹縣竹北市高鐵五路78巷,三層/6,24.2,1750,72.2
高鐵特區,113S4,2024-09-18,RPQOMLPKIIJGFBJ18CB,高鐵五路,禾砌,4F-C1號,新竹縣竹北市高鐵五路78巷,四層/6,24.2,1770,73.1
高鐵特區,113S4,2024-09-19,RPROMLPKIIJGFBJ28CB,高鐵五路,禾砌,4F-C2號,新竹縣竹北市高鐵五路78巷,四層/6,24.2,1740,71.8
高鐵特區,113S4,2024-09-23,RPPNMLOLRHJGFBJ78CB,六家五路一段,庫勒修,A棟5號,新竹縣竹北市六家五路一段,五層/11,46.2,3407,82.5
高鐵特區,113S4,2024-09-23,RPQNMLOLRHJGFBJ88CB,六家五路一段,庫勒修,B棟4號,新竹縣竹北市六家五路一段,四層/11,46.2,3285,80.5
高鐵特區,113S4,2024-09-29,RPPNMLPKIIJGFBJ97CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S1棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,35.0,2765,79.0
高鐵特區,113S4,2024-09-29,RPQNMLPKIIJGFBJ08CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S2棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,17.1,1475,86.1
高鐵特區,113S4,2024-09-29,RPRNMLPKIIJGFBJ18CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S3棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,19.4,1650,85.1
高鐵特區,113S4,2024-09-29,RPSNMLPKIIJGFBJ28CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S5棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,19.4,1650,85.1
高鐵特區,113S4,2024-09-29,RPTNMLPKIIJGFBJ38CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S6棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,17.1,1475,86.1
高鐵特區,113S4,2024-09-29,RPUNMLPKIIJGFBJ48CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S7棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,31.7,2505,79.0
高鐵特區,113S4,2024-09-29,RPVNMLPKIIJGFBJ58CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S8棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,40.4,2580,79.9
高鐵特區,113S4,2024-09-29,RPXNMLPKIIJGFBJ78CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S9棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,44.1,2850,79.0
高鐵特區,113S4,2024-09-29,RPOOMLPKIIJGFBJ97CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,S10棟1F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,一層/15,63.3,4340,78.5
高鐵特區,113S4,2024-09-29,RPSOMLPKIIJGFBJ38CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,A2棟8F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,八層/15,47.5,2951,74.2
高鐵特區,113S4,2024-09-29,RPUOMLPKIIJGFBJ58CB,隘口三街、高鐵六路、高鐵六路,協勝大聚,C5棟14F號,新竹縣竹北市隘口三街、高鐵六路、高鐵六路99巷,十四層/15,40.8,2396,72.5
高鐵特區,113S4,2024-10-21,RPQNMLMKJIJGFBJ87CB,高鐵五路,禾砌,6F-E2號,新竹縣竹北市高鐵五路78巷,六層/6,24.2,1740,71.8
高鐵特區,113S4,2024-11-01,RPPNMLOJJIJGFBJ87CB,六家一路二段與嘉政七街路,馥璽,1S棟1F號,新竹縣竹北市六家一路二段與嘉政七街路口,一層/10,38.8,2688,101.4
高鐵特區,113S4,2024-11-01,RPQNMLOJJIJGFBJ97CB,六家一路二段與嘉政七街路,馥璽,2S棟1F號,新竹縣竹北市六家一路二段與嘉政七街路口,一層/10,38.0,2439,94.4
高鐵特區,114S1,2024-11-22,RPPNMLQJKIJGFBJ18CB,隘口二路,美邑初蘊,A-3號,新竹縣竹北市隘口二路,三層/10,35.5,2069,82.4
高鐵特區,114S1,2024-11-22,RPQNMLQJKIJGFBJ28CB,隘口二路,美邑初蘊,C-8號,新竹縣竹北市隘口二路,八層/10,40.1,2520,83.9
高鐵特區,114S1,2024-11-27,RPRNMLQJKIJGFBJ38CB,隘口二路,美邑初蘊,C-3號,新竹縣竹北市隘口二路,三層/10,40.1,2489,82.4
高鐵特區,114S1,2024-11-30,RPPNMLRJKIJGFBJ28CB,六家一路,浩瀚 豐邑之森,A棟10號,新竹縣竹北市六家一路,十層/17,64.1,3920,70.3
高鐵特區,114S1,2024-12-06,RPPNMLLKKIJGFBJ77CB,高鐵五路,禾砌,6F-E1號,新竹縣竹北市高鐵五路78巷,六層/6,24.2,1800,74.5
高鐵特區,114S1,2024-12-14,RPPNMLLLKIJGFBJ87CB,隘口二路,美邑初蘊,A-8號,新竹縣竹北市隘口二路,八層/10,35.5,2060,83.5
高鐵特區,114S1,2024-12-15,RPPNMLSLKIJGFBJ58CB,隘口二路,美邑初蘊,B-5號,新竹縣竹北市隘口二路,五層/10,40.2,2455,83.6
高鐵特區,114S1,2025-01-08,RPPOMLQKJHKGFBJ28CB,隘口二路,美邑初蘊,A-4號,新竹縣竹北市隘口二路,四層/10,35.5,2031,82.0
高鐵特區,114S1,2025-01-11,RPWOMLQKJHKGFBJ98CB,光明六路東二段,學好,D棟4號,新竹縣竹北市光明六路東二段,四層/14,55.2,3971,84.9
高鐵特區,114S1,2025-02-04,RPPNMLPJKHKGFBJ08CB,六家五路一段,庫勒修,A棟10號,新竹縣竹北市六家五路一段,十層/11,46.2,3779,88.9
高鐵特區,114S1,2025-02-09,RPPNMLLKKHKGFBJ77CB,高鐵五路,禾砌,3F-B2號,新竹縣竹北市高鐵五路78巷,三層/6,24.2,1910,79.5
高鐵特區,114S2,2025-02-19,RPPNMLKLKHKGFBJ77CB,莊敬段540地號,臻研悅築,S1棟0號,新竹縣竹北市莊敬段540地號,一層/10,50.5,2234,50.0
高鐵特區,114S2,2025-02-21,RPRNMLKLLHKGFBJ08CB,隘口二路,美邑初蘊,A-5號,新竹縣竹北市隘口二路,五層/10,35.5,2063,83.0
高鐵特區,114S2,2025-03-08,RPQNMLOKLHKGFBJ28CB,光明六路東二段,學好,A棟11號,新竹縣竹北市光明六路東二段,十一層/14,70.4,4513,87.0
高鐵特區,114S2,2025-03-27,RPQNMLRKMHKGFBJ68CB,嘉豐六路一段與復興二路交,富源豐岫,B棟13號,新竹縣竹北市嘉豐六路一段與復興二路交接口,十三層/18,75.2,5330,86.3
高鐵特區,114S2,2025-03-31,RPPNMLRKMHKGFBJ58CB,嘉豐六路一段與復興二路交,富源豐岫,A棟3號,新竹縣竹北市嘉豐六路一段與復興二路交接口,三層/18,85.6,5538,76.0
高鐵特區,114S2,2025-04-02,RPPNMLOKMHKGFBJ28CB,六家五路一段,庫勒修,B棟7號,新竹縣竹北市六家五路一段,七層/11,46.2,3439,83.3
高鐵特區,114S2,2025-04-12,RPPNMLSLMHKGFBJ78CB,隘口二路,美邑初蘊,1棟B-8號,新竹縣竹北市隘口二路,八層/10,40.2,2513,84.3
高鐵特區,114S2,2025-04-15,RPPNMLQLMHKGFBJ58CB,嘉豐六路一段與復興二路交,富源豐岫,A棟10號,新竹縣竹北市嘉豐六路一段與復興二路交接口,十層/18,85.6,6070,84.0
高鐵特區,114S3,2025-05-19,RPQNMLKLNHKGFBJ18CB,六家一路,浩瀚 豐邑之森,B棟12號,新竹縣竹北市六家一路,十二層/17,64.1,3975,71.2
高鐵特區,114S3,2025-06-14,RPPNMLNLOHKGFBJ48CB,隘口二路,美邑初蘊,C-7號,新竹縣竹北市隘口二路,七層/10,40.1,2452,83.3
高鐵特區,114S3,2025-06-25,RPPNMLSLOHKGFBJ98CB,六家一路,浩瀚 豐邑之森,D棟2號,新竹縣竹北市六家一路,二層/17,66.3,3800,76.2
高鐵特區,114S3,2025-07-30,RPPNMLPJQHKGFBJ68CB,六家五路一段,庫勒修,A棟3號,新竹縣竹北市六家五路一段,三層/11,46.2,3227,79.0
高鐵特區,114S4,2025-10-27,RPQNMLOLJIKGFBJ28CB,嘉豐七街,橙迎‧正,D戶-6F號,新竹縣竹北市嘉豐七街,六層/7,27.9,2287,83.0
高鐵特區,114S4,2025-10-28,RPPNMLOLJIKGFBJ18CB,嘉豐七街,橙迎‧正,A戶-5F號,新竹縣竹北市嘉豐七街,五層/7,27.8,2280,83.0
高鐵特區,114S4,2025-11-06,RPRNMLOLJIKGFBJ38CB,嘉豐七街,橙迎‧正,D戶-4F號,新竹縣竹北市嘉豐七街,四層/7,27.9,2357,85.3
高鐵特區,115S1,2025-11-18,RPSNMLOLJIKGFBJ48CB,嘉豐七街,橙迎‧正,A戶-6F號,新竹縣竹北市嘉豐七街,六層/7,27.8,2290,83.0
高鐵特區,115S1,2025-11-25,RPPNMLPLJIKGFBJ28CB,嘉豐七街,橙迎‧正,D戶-5F號,新竹縣竹北市嘉豐七街,五層/7,27.9,2377,86.1
高鐵特區,115S1,2025-12-20,RPPNMLQKJHLGFBJ28CB,隘口二路與高鐵六路交叉口,京和 Verde,A棟7號,新竹縣竹北市隘口二路與高鐵六路交叉口,七層/7,30.7,2500,84.6
高鐵特區,115S1,2025-12-29,RPRNMLKMKIKGFBJ18CB,六家一路,IKIGAI,B棟5號,新竹縣竹北市六家一路,五層/7,56.1,3595,74.1
高鐵特區,115S1,2026-01-07,RPRNMLQKJHLGFBJ48CB,隘口二路與高鐵六路交叉口,京和 Verde,B棟3號,新竹縣竹北市隘口二路與高鐵六路交叉口,三層/7,29.2,2320,78.9
高鐵特區,115S1,2026-01-08,RPQNMLQKJHLGFBJ38CB,隘口二路與高鐵六路交叉口,京和 Verde,A棟6號,新竹縣竹北市隘口二路與高鐵六路交叉口,六層/7,30.7,2538,86.0
高鐵特區,115S1,2026-01-12,RPPNMLQLJHLGFBJ38CB,嘉豐六路一段與復興二路交,富源豐岫,A棟2號,新竹縣竹北市嘉豐六路一段與復興二路交接口,二層/18,85.1,5420,74.8
高鐵特區,115S1,2026-02-02,RPQNMLLKKHLGFBJ97CB,高鐵五路,沐木居,6F號,新竹縣竹北市高鐵五路78巷,六層/6,33.2,2330,73.5
高鐵特區,115S2,2026-03-10,RPPNMLLKLHLGFBJ97CB,六家五路一段,庫勒修,A棟4號,新竹縣竹北市六家五路一段,四層/11,46.2,3310,81.2
高鐵特區,115S2,2026-04-12,RPPNMLNKMHLGFBJ28CB,光明六路東二段,學好,B棟7號,新竹縣竹北市光明六路東二段,七層/14,69.2,4537,86.0
高鐵特區,115S2,2026-04-15,RPQNMLKLMHLGFBJ18CB,嘉豐六路一段與復興二路交,富源豐岫,A棟11號,新竹縣竹北市嘉豐六路一段與復興二路交接口,十一層/18,85.6,6200,85.0
高鐵特區,115S2,2026-04-15,RPRNMLKLMHLGFBJ28CB,嘉豐六路一段與復興二路交,富源豐岫,A棟12號,新竹縣竹北市嘉豐六路一段與復興二路交接口,十二層/18,85.6,6270,86.1
高鐵特區,115S2,2026-04-18,RPTNMLMLMHLGFBJ68CB,光明六路東二段,學好,C棟13號,新竹縣竹北市光明六路東二段,十三層/14,53.5,3966,88.0
高鐵特區,115S2,2026-04-18,RPUNMLMLMHLGFBJ78CB,光明六路東二段,學好,D棟3號,新竹縣竹北市光明六路東二段,三層/14,55.2,3958,84.6
高鐵特區,115S2,2026-04-19,RPRNMLRKNHLGFBJ98CB,高鐵二路,日出宏道,C棟07F號,新竹縣竹北市高鐵二路,七層/9,44.2,3220,87.9
高鐵特區,115S2,2026-05-09,RPQNMLMKNHLGFBJ38CB,光明六路東二段,學好,C棟11號,新竹縣竹北市光明六路東二段,十一層/14,53.5,3950,87.3
高鐵特區,115S2,2026-05-09,RPQNMLNJOHLGFBJ48CB,高鐵二路,日出宏道,E棟08F號,新竹縣竹北市高鐵二路,八層/9,35.7,2432,86.3
高鐵特區,115S2,2026-05-09,RPSNMLNJOHLGFBJ68CB,高鐵二路,日出宏道,D棟07F號,新竹縣竹北市高鐵二路,七層/9,32.9,2296,86.0
